Computer date,Tree ID,Date,Maple Species,Maple Code,Latitude,Longitude,Concrete,Concrete Code,Habitat,Habitat Code,Shade ,Shade Code,Tree Circumference_in,Damage,Other Comments,Leaf Color,Leaf Color Code,Leaves Dropping,Leaf Drop Code,Fruit,Fruit Code
09/30/2016 - 8:36am,3,9/30/16,Sugar Maple,4,44.611399,-75.169526,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,36,healthy tree,,Middle: Many leaves have turned color,2,Early:  Only a few leaves have dropped (less than 10%),1,Early:  Only a few ripe fruits are visible (less than 10%),1
10/11/2016 - 9:23am,16,10/11/16,Sugar Maple,4,44.611452,-75.169535,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,23,,,Middle: Many leaves have turned color,2,Early:  Only a few leaves have dropped (less than 10%),1,Early:  Only a few ripe fruits are visible (less than 10%),1
10/02/2015 - 8:40am,8,10/2/15,Sugar Maple,4,44.61138,-75.169582,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Shaded (less than 2hr per day of direct sun),3,49,moss,,Late:  Most or all leaves have turned color (more than 90%),3,Late:  Most or all leaves have fallen (over 90%),3,Early:  Only a few ripe fruits are visible (less than 10%),1
09/21/2016 - 12:41pm,,9/20/16,Sugar Maple,4,44.824019,-74.516411,Yes,2,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,47,broken branches ,,Late:  Most or all leaves have turned color (more than 90%),3,Late:  Most or all leaves have fallen (over 90%),3,Early:  Only a few ripe fruits are visible (less than 10%),1
10/02/2015 - 2:43pm,,10/2/15,Silver Maple,3,,,Yes,2,School paved area,6,Open (more than 5hr per day of direct sun),1,16,,,Middle: Many leaves have turned color,2,Late:  Most or all leaves have fallen (over 90%),3,Early:  Only a few ripe fruits are visible (less than 10%),1
09/15/2014 - 10:39am,,9/10/14,Red Maple,2,,,Yes,2,School paved area,6,Open (more than 5hr per day of direct sun),1,,crack on side insect damage,Jake is so cool!!,Early:  Only a few leaves have turned color (less than 10%),1,Middle:  Many leaves have dropped,2,Early:  Only a few ripe fruits are visible (less than 10%),1
10/23/2015 - 2:13pm,,10/23/15,Sugar Maple,4,44.166564,-75.048321,Yes,2,School lawn,5,Partially Shaded (2-5hr per day of direct sun),2,19,,,Early:  Only a few leaves have turned color (less than 10%),1,Middle:  Many leaves have dropped,2,Early:  Only a few ripe fruits are visible (less than 10%),1
11/06/2015 - 11:32am,31,11/6/15,Sugar Maple,4,44.36412,-75.10104,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,45,,,Late:  Most or all leaves have turned color (more than 90%),3,Middle:  Many leaves have dropped,2,Early:  Only a few ripe fruits are visible (less than 10%),1
01/19/2017 - 1:42pm,252,9/15/16,Sugar Maple,4,44.36269,-75.203391,Yes,2,School lawn,5,Partially Shaded (2-5hr per day of direct sun),2,16,none,,Late:  Most or all leaves have turned color (more than 90%),3,Middle:  Many leaves have dropped,2,Early:  Only a few ripe fruits are visible (less than 10%),1
09/11/2014 - 10:29am,,9/10/14,Red Maple,2,,,No,1,School paved area,6,Open (more than 5hr per day of direct sun),1,,NONE,Jake is so cool!,Middle: Many leaves have turned color,2,Middle:  Many leaves have dropped,2,Early:  Only a few ripe fruits are visible (less than 10%),1
10/02/2015 - 2:15pm,52,10/2/15,Norway Maple,1,44.605492,-75.167624,Yes,2,School lawn,5,Open (more than 5hr per day of direct sun),1,75,Fungus on leaves,,Middle: Many leaves have turned color,2,Middle:  Many leaves have dropped,2,Early:  Only a few ripe fruits are visible (less than 10%),1
10/02/2015 - 12:48pm,37,10/2/15,Sugar Maple,4,44.611433,-75.169584,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,17,Broken branches,,Middle: Many leaves have turned color,2,Middle:  Many leaves have dropped,2,Early:  Only a few ripe fruits are visible (less than 10%),1
10/11/2016 - 9:23am,17,10/11/16,Sugar Maple,4,44.611465,-75.169554,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,23,no,,Middle: Many leaves have turned color,2,Middle:  Many leaves have dropped,2,Early:  Only a few ripe fruits are visible (less than 10%),1
09/19/2013 - 4:16pm,,9/19/13,,,,,Yes,2,School lawn,5,Open (more than 5hr per day of direct sun),1,,Tree appears to be in good health.  There are early signs of some rot in the trunk.,,Early:  Only a few leaves have turned color (less than 10%),1,Early:  Only a few leaves have dropped (less than 10%),1,Late:  Most or all fruits or seeds have been dispersed from tree (over 90%),3
10/07/2013 - 4:23pm,,10/6/13,,,,,Yes,2,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Shaded (less than 2hr per day of direct sun),3,,No disease or damage.,,Early:  Only a few leaves have turned color (less than 10%),1,Early:  Only a few leaves have dropped (less than 10%),1,Late:  Most or all fruits or seeds have been dispersed from tree (over 90%),3
10/19/2015 - 12:51pm,36,10/19/15,Sugar Maple,4,44.611451,-71.169559,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,20,,,Early:  Only a few leaves have turned color (less than 10%),1,Early:  Only a few leaves have dropped (less than 10%),1,Late:  Most or all fruits or seeds have been dispersed from tree (over 90%),3
10/19/2015 - 12:51pm,36,10/19/15,Sugar Maple,4,44.611451,-71.169559,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,20,,,Early:  Only a few leaves have turned color (less than 10%),1,Early:  Only a few leaves have dropped (less than 10%),1,Late:  Most or all fruits or seeds have been dispersed from tree (over 90%),3
10/19/2015 - 12:51pm,36,10/19/15,Sugar Maple,4,44.611451,-71.169559,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,20,,,Early:  Only a few leaves have turned color (less than 10%),1,Early:  Only a few leaves have dropped (less than 10%),1,Late:  Most or all fruits or seeds have been dispersed from tree (over 90%),3
10/29/2015 - 2:07pm,49,10/29/15,Norway Maple,1,44.606267,-75.167331,Yes,2,School lawn,5,Open (more than 5hr per day of direct sun),1,70,fungis on leaves,,Early:  Only a few leaves have turned color (less than 10%),1,Early:  Only a few leaves have dropped (less than 10%),1,Late:  Most or all fruits or seeds have been dispersed from tree (over 90%),3
09/21/2013 - 12:47pm,,9/21/13,,,,,Yes,2,School lawn,5,Open (more than 5hr per day of direct sun),1,,None.,,Middle: Many leaves have turned color,2,Early:  Only a few leaves have dropped (less than 10%),1,Late:  Most or all fruits or seeds have been dispersed from tree (over 90%),3
10/02/2015 - 2:15pm,46,10/2/15,Norway Maple,1,44.605492,-75.167624,Yes,2,School lawn,5,Open (more than 5hr per day of direct sun),1,119,Fungus on leaves,This tree is very old and huge.,Middle: Many leaves have turned color,2,Early:  Only a few leaves have dropped (less than 10%),1,Late:  Most or all fruits or seeds have been dispersed from tree (over 90%),3
10/11/2016 - 2:21pm,40,10/11/16,Sugar Maple,4,44.610247,-75.169787,Yes,2,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,34,"White spots on trunk

Moss at bottom of trunk

Fungi tree leaning on it",,Middle: Many leaves have turned color,2,Early:  Only a few leaves have dropped (less than 10%),1,Late:  Most or all fruits or seeds have been dispersed from tree (over 90%),3
12/14/2016 - 9:01am,230,12/14/16,Red Maple,2,44.824019,-74.516411,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,44,Some broken limbs.,Family of squirrels living in it and have seen chipmunks running up and down the trunk,Middle: Many leaves have turned color,2,Early:  Only a few leaves have dropped (less than 10%),1,Late:  Most or all fruits or seeds have been dispersed from tree (over 90%),3
10/06/2015 - 9:46am,65,10/6/15,Red Maple,2,44.558055,-74.947465,Yes,2,School lawn,5,Partially Shaded (2-5hr per day of direct sun),2,35,Scars,,Early:  Only a few leaves have turned color (less than 10%),1,Late:  Most or all leaves have fallen (over 90%),3,Late:  Most or all fruits or seeds have been dispersed from tree (over 90%),3
09/23/2013 - 11:58am,,9/23/13,,,,,Yes,2,School lawn,5,Open (more than 5hr per day of direct sun),1,,"Missing limbs, but they look like they've been trimmed off. Therefore, it's uncertain if they were removed because of disease or for aesthetic and/or safety purposes. ",,Late:  Most or all leaves have turned color (more than 90%),3,Late:  Most or all leaves have fallen (over 90%),3,Late:  Most or all fruits or seeds have been dispersed from tree (over 90%),3
09/11/2014 - 10:26am,,9/10/14,Silver Maple,3,,,Yes,2,School paved area,6,Open (more than 5hr per day of direct sun),1,,crack,,Late:  Most or all leaves have turned color (more than 90%),3,Late:  Most or all leaves have fallen (over 90%),3,Late:  Most or all fruits or seeds have been dispersed from tree (over 90%),3
09/11/2014 - 10:36am,,9/10/14,Silver Maple,3,,,Yes,2,School paved area,6,Open (more than 5hr per day of direct sun),1,,none that are visible,,Late:  Most or all leaves have turned color (more than 90%),3,Late:  Most or all leaves have fallen (over 90%),3,Late:  Most or all fruits or seeds have been dispersed from tree (over 90%),3
09/23/2014 - 1:16pm,,9/19/14,Sugar Maple,4,,,Yes,2,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,,heathy,,Late:  Most or all leaves have turned color (more than 90%),3,Late:  Most or all leaves have fallen (over 90%),3,Late:  Most or all fruits or seeds have been dispersed from tree (over 90%),3
09/25/2014 - 10:47am,,9/25/14,Silver Maple,3,,,Yes,2,School lawn,5,Shaded (less than 2hr per day of direct sun),3,,Missing Branch,,Late:  Most or all leaves have turned color (more than 90%),3,Late:  Most or all leaves have fallen (over 90%),3,Late:  Most or all fruits or seeds have been dispersed from tree (over 90%),3
09/30/2014 - 1:14pm,,9/26/14,Red Maple,2,,,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Open (more than 5hr per day of direct sun),1,,yes we do our tree as bumbs and fallen limbs ,,Late:  Most or all leaves have turned color (more than 90%),3,Late:  Most or all leaves have fallen (over 90%),3,Late:  Most or all fruits or seeds have been dispersed from tree (over 90%),3
10/02/2014 - 11:47am,,10/2/14,Sugar Maple,4,,,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,,,the trees name is graffiti. ,Late:  Most or all leaves have turned color (more than 90%),3,Late:  Most or all leaves have fallen (over 90%),3,Late:  Most or all fruits or seeds have been dispersed from tree (over 90%),3
10/10/2014 - 1:39pm,,10/10/14,Sugar Maple,4,,,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,,,,Late:  Most or all leaves have turned color (more than 90%),3,Late:  Most or all leaves have fallen (over 90%),3,Late:  Most or all fruits or seeds have been dispersed from tree (over 90%),3
10/19/2015 - 12:51pm,36,10/19/15,Sugar Maple,4,44.611451,-71.169559,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,20,,,Late:  Most or all leaves have turned color (more than 90%),3,Late:  Most or all leaves have fallen (over 90%),3,Late:  Most or all fruits or seeds have been dispersed from tree (over 90%),3
11/06/2015 - 11:31am,25,11/6/15,Sugar Maple,4,44.611455,-75.169544,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,9,,scratch 4 1/2 in rubbed and when skaded a branch fell ,Late:  Most or all leaves have turned color (more than 90%),3,Late:  Most or all leaves have fallen (over 90%),3,Late:  Most or all fruits or seeds have been dispersed from tree (over 90%),3
09/21/2016 - 8:42am,7,9/15/16,Sugar Maple,4,44.61138,-75.169582,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Shaded (less than 2hr per day of direct sun),3,9,none,,Late:  Most or all leaves have turned color (more than 90%),3,Late:  Most or all leaves have fallen (over 90%),3,Late:  Most or all fruits or seeds have been dispersed from tree (over 90%),3
02/01/2017 - 2:33pm,248,9/16/16,Sugar Maple,4,44.361469,-75.203514,Yes,2,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Shaded (less than 2hr per day of direct sun),3,20,cracks in bark,,Late:  Most or all leaves have turned color (more than 90%),3,Late:  Most or all leaves have fallen (over 90%),3,Late:  Most or all fruits or seeds have been dispersed from tree (over 90%),3
09/21/2016 - 8:19am,6,9/20/16,Red Maple,2,44.824019,-74.516411,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,44,It has bark loss and a few broken limbs high up.,,Late:  Most or all leaves have turned color (more than 90%),3,Late:  Most or all leaves have fallen (over 90%),3,Late:  Most or all fruits or seeds have been dispersed from tree (over 90%),3
09/21/2016 - 8:22am,1,9/21/16,Sugar Maple,4,44.824019,-74.516411,Yes,2,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Open (more than 5hr per day of direct sun),1,46,none,,Late:  Most or all leaves have turned color (more than 90%),3,Late:  Most or all leaves have fallen (over 90%),3,Late:  Most or all fruits or seeds have been dispersed from tree (over 90%),3
09/21/2016 - 12:42pm,21,9/21/16,Red Maple,2,44.824019,-74.516411,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Shaded (less than 2hr per day of direct sun),3,49,"broken branches 

",,Late:  Most or all leaves have turned color (more than 90%),3,Late:  Most or all leaves have fallen (over 90%),3,Late:  Most or all fruits or seeds have been dispersed from tree (over 90%),3
09/23/2016 - 9:17am,32,9/22/16,Sugar Maple,4,44.82406,-74.513876,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,28,tap hole from taking sap,we named it alex and it is very tall!,Late:  Most or all leaves have turned color (more than 90%),3,Late:  Most or all leaves have fallen (over 90%),3,Late:  Most or all fruits or seeds have been dispersed from tree (over 90%),3
10/17/2016 - 8:11am,78,10/17/16,Sugar Maple,4,44.68034,-74.540219,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Open (more than 5hr per day of direct sun),1,40,Maple cutter moth put holes in the leaves,,Late:  Most or all leaves have turned color (more than 90%),3,Late:  Most or all leaves have fallen (over 90%),3,Late:  Most or all fruits or seeds have been dispersed from tree (over 90%),3
10/28/2016 - 10:26am,47,10/20/16,Red Maple,2,44.822696,,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Shaded (less than 2hr per day of direct sun),3,22,none,,Late:  Most or all leaves have turned color (more than 90%),3,Late:  Most or all leaves have fallen (over 90%),3,Late:  Most or all fruits or seeds have been dispersed from tree (over 90%),3
