Computer date,Date,Tree ID Number ,Maple Species,Latitude,Longitude,Concrete,Habitat,Shading,Circumference_in,Tree health,Leaf buds,Leaves unfolded,Flowers
05/23/2016 - 8:32am,5/23/16,8,Sugar Maple,44.61138,-75.169582,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),48.5,yes,yes,yes,no
05/23/2016 - 10:45am,5/23/16,23,Sugar Maple,44.575389,-75.1361,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),24,,yes,yes,no
05/23/2016 - 10:46am,5/23/16,15,Sugar Maple,44.611452,-75.169535,Yes,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Open (more than 5hr per day of direct sun),45,yes,yes,yes,no
05/23/2016 - 10:47am,5/23/16,,Sugar Maple,44.610277,-75.169802,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Open (more than 5hr per day of direct sun),46.75,,yes,yes,no
05/23/2016 - 10:47am,5/23/16,13,Sugar Maple,44.611452,-75.169535,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),22,broken limbs,yes,yes,no
05/23/2016 - 10:48am,5/23/16,17,Sugar Maple,44.611465,-75.169554,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),54,,yes,yes,no
05/23/2016 - 10:48am,5/23/16,24,Sugar Maple,44.611412,-75.169456,Yes,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),4,yes,yes,yes,no
05/23/2016 - 10:52am,5/23/16,16,Sugar Maple,44.61,-75.16,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),52,Broken limbs,yes,yes,no
05/23/2016 - 11:29am,5/23/16,29,Sugar Maple,44.611203,-75.169027,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Shaded (less than 2hr per day of direct sun),12,yes,yes,yes,no
05/23/2016 - 11:30am,5/23/16,31,Sugar Maple,44.36412,-75.10104,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),45,,yes,yes,no
05/23/2016 - 11:30am,5/23/16,25,Sugar Maple,44.611455,-75.169544,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),9,,yes,yes,no
05/23/2016 - 11:30am,5/23/16,30,Sugar Maple,44.61029,-75.070224,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),22,,yes,yes,no
05/23/2016 - 11:31am,5/23/16,28,Sugar Maple,44.611443,-75.16954,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),25,,yes,yes,no
05/23/2016 - 11:31am,5/22/16,26,Sugar Maple,44.594168,-75.149756,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Shaded (less than 2hr per day of direct sun),8,yes,yes,yes,no
05/23/2016 - 11:31am,5/23/16,32,Sugar Maple,44.594168,-78.149756,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Open (more than 5hr per day of direct sun),42,yes,no,yes,no
05/23/2016 - 11:31am,5/23/16,27,Sugar Maple,44.610527,-75.169689,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),31,yup,yes,yes,no
05/23/2016 - 11:33am,5/23/16,33,Sugar Maple,44.611735,-75.169559,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Shaded (less than 2hr per day of direct sun),24,yes,yes,yes,no
05/23/2016 - 11:34am,5/23/16,34,Sugar Maple,44.611451,-75.169546,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),34,,yes,yes,no
05/23/2016 - 12:41pm,5/23/16,44,Sugar Maple,42.611459,-75.16959,No,Other,Open (more than 5hr per day of direct sun),42,yes,yes,yes,no
05/23/2016 - 12:41pm,5/23/16,40,Sugar Maple,44.610247,-75.169787,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),24,,yes,yes,no
05/23/2016 - 12:42pm,5/23/16,42,Sugar Maple,44.611236,-75.169032,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),38,"yes, besides moss and broken branches",yes,yes,no
05/23/2016 - 12:42pm,5/23/16,37,Sugar Maple,44.611433,-75.169584,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),17,,yes,yes,no
05/23/2016 - 12:44pm,5/23/16,ETNR Canton,Sugar Maple,44.611236,-75.16032,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Shaded (less than 2hr per day of direct sun),4,,yes,yes,no
05/23/2016 - 12:45pm,5/23/16,39,Sugar Maple,44.611434,-75.169531,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Shaded (less than 2hr per day of direct sun),39,yes,yes,yes,no
05/23/2016 - 2:11pm,5/23/16,,Sugar Maple,44.605362,-75.167645,Yes,School garden,Partially Shaded (2-5hr per day of direct sun),106,,yes,yes,no
05/23/2016 - 2:11pm,5/23/16,49,Norway Maple,44,-75.6,Yes,School lawn,Open (more than 5hr per day of direct sun),50.5,yes,yes,yes,no
05/23/2016 - 2:11pm,5/23/16,52,Norway Maple,44,,Yes,School lawn,Partially Shaded (2-5hr per day of direct sun),72,,yes,no,no
05/23/2016 - 2:13pm,5/23/16,54,Norway Maple,44.87644643,,Yes,School lawn,Open (more than 5hr per day of direct sun),87,"missing limb

",yes,yes,no
